clone_id,productivity,stability,quality_potential,G_platform,platform_group,CN_true,CN_obs,k_decay_i
CLONE_0460,187.2977212559572,0.46458373999895447,1.0,0.7033626541771484,1,3,3,0.03917516837067098
CLONE_0461,114.93611553213098,0.5120121004945604,0.7504284846686808,0.7593341829163158,1,4,4,0.03190199862378777
CLONE_0462,63.19059910002408,0.7464696802345092,0.7822477431204655,0.7225045283756772,1,3,3,0.030143527857522376
CLONE_0463,129.97192689362006,0.8027052249517295,0.9867209813420974,0.6725608983246216,1,3,3,0.029010409446233277
CLONE_0464,417.6076477874975,0.5785157855197733,0.5793766538205491,0.7553056011882704,1,3,3,0.02509490711299762
CLONE_0465,111.82299628876524,0.7872284145109352,0.886791741473053,0.7179422454041249,1,6,6,0.03877237154885668
CLONE_0466,107.58579263606227,0.756307150032291,0.5666425121696936,0.7477550559275546,1,4,4,0.03495093958010295
CLONE_0467,61.87558804668661,0.684434837085194,0.8714208633090587,0.7617896199949165,1,3,3,0.03647709877638333
CLONE_0468,46.78176882025606,0.8248148106158952,0.8044049042510384,0.7366147248877757,1,3,3,0.03374730369073538
CLONE_0469,137.7038199159167,0.5625720466916956,0.8949387954912201,0.6670067809658685,1,2,2,0.028801758659346546
CLONE_0470,45.80169008794222,0.6605545729059377,0.6458121897050364,0.6693948830039516,1,3,3,0.030991519621658397
CLONE_0471,88.59012871328639,0.624324497061471,0.7236350232565999,0.7107724878848878,1,3,3,0.030149223342234913
CLONE_0472,64.43003020582721,0.6962638376388794,0.9018259560168576,0.7293784751313469,1,4,5,0.030530038375688934
CLONE_0473,110.34834810674775,0.6649406075693701,0.7412956201135255,0.7649516224143851,1,2,2,0.03055812952673037
CLONE_0474,119.84367115203595,0.49453425744618246,0.9134265948985928,0.739563301359189,1,5,6,0.03835774812422517
CLONE_0475,178.17394641613137,0.7615667691652703,0.8488004183119093,0.8010055595399617,1,3,3,0.044013541030188355
CLONE_0476,54.12665034504131,0.9147274644342427,0.7388968567585602,0.6848791081429768,1,2,2,0.028514107792636394
CLONE_0477,70.17370368306916,0.7624631870606584,0.760164078978799,0.7346206193719864,1,3,4,0.031685483067215546
CLONE_0478,45.23588967145964,0.7525652250799199,0.8009949462095887,0.7177198647198514,1,4,4,0.033574182716668545
CLONE_0479,62.159654929910225,0.7397629125028877,0.7749350881525944,0.7379219498746825,1,3,4,0.028055148291756527
CLONE_0480,111.63293579922842,0.8837350796161092,0.923736477207401,0.7794993424657083,1,3,3,0.03275848196052247
CLONE_0481,154.8983077634818,0.9035139953717047,0.7542881613760288,0.7811254603554892,1,4,4,0.03426024775344412
CLONE_0482,47.24019496288742,0.7020356725667692,0.7167558544581258,0.7326616775909406,1,4,3,0.03212191142245569
CLONE_0483,166.5413501694163,0.6807284762145481,0.9427034287569012,0.7556962318376934,1,4,4,0.035705130474252805
CLONE_0484,219.0980645422366,0.7463883986487883,0.7445599156174396,0.7373678496717062,1,3,3,0.03250160256739196
CLONE_0485,112.18884087828738,0.5392198329674263,0.7209472592368811,0.6981925966602013,1,3,3,0.021144199217586084
CLONE_0486,315.0899626959579,0.5614037527241718,0.4341466480294216,0.7314807032498662,1,3,2,0.028139226369003362
CLONE_0487,49.08504939959196,0.8242337591364595,0.6487341988575941,0.7159039424705422,1,3,3,0.04028991453606025
CLONE_0488,35.419889066246455,0.7578918478243659,0.6808604970225711,0.7292033736296706,1,3,2,0.0351379730373205
CLONE_0489,24.226011570865207,0.5927224928570087,0.7220346073861863,0.7052005565652014,1,3,3,0.021190753232459374
CLONE_0490,270.12025222216573,0.6620985612732224,0.6911853479414508,0.7356094654689419,1,5,5,0.025912256031422203
CLONE_0491,134.19327179938543,0.5106665982703489,0.9557281424205726,0.7399767156075173,1,3,3,0.03621643871916146
CLONE_0492,75.64397995811491,0.7149730240588527,0.6994528574200654,0.7513149990739328,1,2,1,0.02980919510934062
CLONE_0493,109.793135985673,0.5500597481623547,0.6987320156073866,0.7400981959457,1,4,4,0.021669456848976226
CLONE_0494,38.958820472454796,0.7459892339695067,0.8370921944041126,0.776466347077004,1,3,3,0.038097500427921316
CLONE_0495,476.23865731166666,0.7008193301837149,0.6506188954577753,0.7906470977965007,1,3,3,0.036227580484331605
CLONE_0496,98.27707992351846,0.8395137470102046,1.0,0.7189623284065011,1,4,4,0.028698453129962758
CLONE_0497,92.06361214063035,0.8454925212522255,0.9314011127901579,0.7586898755875585,1,3,2,0.03917324290166754
CLONE_0498,151.83744650705728,0.8737908350930857,0.6359052719795226,0.7887138202958791,1,4,4,0.02886207611396146
CLONE_0499,110.352083005893,0.6562898635938772,0.968988517475405,0.7594046691249444,1,2,2,0.029600888149000814
CLONE_0500,99.57090954329763,0.8150648707487484,0.9932825033658845,0.7516811310685955,1,3,3,0.030216428857820745
CLONE_0501,48.01052139726602,0.7294079628255947,0.6270697135406886,0.6740854086725224,1,3,3,0.024457066751262913
CLONE_0502,124.73538784087037,0.7248994478593846,0.6251790415798004,0.71428528128204,1,4,4,0.03457553165931207
CLONE_0503,315.23906561170185,0.5890817434727071,0.7135220564449809,0.7187327703473247,1,3,3,0.035137040245502335
CLONE_0504,219.31623477189217,0.6829442894532611,0.6004871654368024,0.7699588041395752,1,3,3,0.030339817021617248
CLONE_0505,237.36348018721102,0.7934340489843146,0.6923306460071262,0.7089744796260289,1,2,2,0.036131970953038814
CLONE_0506,62.92086178386875,0.9334697625045889,0.7420725473515928,0.728533288720575,1,4,4,0.025599458362144303
CLONE_0507,42.61833137979788,0.7133929798986052,0.8861631067858178,0.755107598678289,1,3,3,0.03602280301896873
CLONE_0508,81.97700926227552,0.8347505133590526,0.8111316179750276,0.7075770050078146,1,4,5,0.03412566749081543
CLONE_0509,93.82254834929923,0.7465132032022912,0.7814894258439817,0.7392094004857862,1,4,4,0.029301447307374745
CLONE_0510,168.49537704607906,0.7841286850272363,0.7408652826925026,0.7354234846973453,1,2,2,0.03458283322690805
CLONE_0511,26.063547176496627,0.6316247163988107,0.614499932090001,0.7561278787127017,1,3,3,0.028474301461303038
CLONE_0512,248.24750546129303,0.620592229205329,0.8985378206649655,0.7500403258004342,1,3,3,0.0383596729782159
CLONE_0513,76.1658635242207,0.7209327104278342,0.8950530103620229,0.7491518270724251,1,3,3,0.035173671807390505
CLONE_0514,58.12153867934907,0.7445709987661983,0.7210412748446244,0.7369387284449592,1,2,2,0.034321998079134046
CLONE_0515,41.16040040757206,0.5758696380408137,0.6339320930296198,0.6788750094712074,1,3,3,0.030322325729190105
CLONE_0516,28.30349015657535,0.6295979313004563,1.0,0.7351574740766446,1,4,4,0.036507487031485174
CLONE_0517,160.29028486092884,0.9334329001889671,0.8397237796762751,0.7326864684127825,1,4,3,0.0389312266266437
CLONE_0518,82.82294436324612,0.9083636932544901,0.8755315013804997,0.7530566897007038,1,2,1,0.04135833588111547
CLONE_0519,38.25836884085566,0.3924691069407645,0.8629476529284856,0.7184044213872196,1,5,6,0.029947535342141646
CLONE_0520,31.615124175010408,0.5056796847728653,0.6324986276123488,0.7322895211526989,1,2,2,0.03674567924569166
CLONE_0521,66.98614546970047,0.550481931541337,1.0,0.7332166166759931,1,3,3,0.04006712461088284
CLONE_0522,250.3391716762096,0.7914661886994918,0.748933007092742,0.7095329520515918,1,2,2,0.03133649773167316
CLONE_0523,69.99665820044778,0.6538802720973249,0.9249387119045754,0.6957219902508781,1,3,3,0.040127199316172375
CLONE_0524,29.65344540595185,0.5170488887775457,1.0,0.7421897565162312,1,3,3,0.033283766655530234
CLONE_0525,66.35566389884438,0.607112950672978,0.8291926909730684,0.7597235462913371,1,2,2,0.02789484827512257
CLONE_0526,64.34573274526927,0.6055331671581953,0.6326412357632474,0.7122349523125131,1,2,1,0.029216841252300233
CLONE_0527,11.827705698943584,0.7914885622079971,0.4376953715817391,0.7245879625197446,1,2,2,0.02617298897715489
CLONE_0528,82.01704001814402,0.6914234837673539,0.8047332342000596,0.7548099521183202,1,3,3,0.0323108899729906
CLONE_0529,77.11636696859657,0.4169654269896582,0.8439574802769856,0.7574971424385619,1,4,4,0.03172841191533642
CLONE_0530,154.39827977483444,0.6753519303564964,0.712722852622678,0.7378287470672126,1,5,5,0.03343150224890144
CLONE_0531,309.9077189547904,0.7428280173005688,0.8290915447577961,0.7430974264110414,1,3,2,0.039864866905780366
CLONE_0532,187.0621392362876,0.9617337875896048,0.8737944707311733,0.7464575481860831,1,3,3,0.03241998627493262
CLONE_0533,74.98211291478003,0.7791301246167525,0.9546261592253447,0.7515049923655427,1,4,4,0.03122348989333847
CLONE_0534,38.71555956489308,0.6342487505544696,0.7677365612993665,0.6983150479379708,1,3,3,0.03154182076198815
CLONE_0535,480.29698534598,0.8447544173905296,0.8137871374392994,0.783737561544474,1,2,2,0.02461208697027463
CLONE_0536,98.88448345671691,0.6497018512919464,0.7732341075418019,0.7390623089426404,1,5,5,0.036008674978899466
CLONE_0537,85.96921359214343,0.7344256379762484,0.8151179859940914,0.7520311881164116,1,3,3,0.031773138071840984
CLONE_0538,82.79315655501847,0.7635504445415753,0.7264976672447102,0.7080080773712504,1,3,3,0.03289398629124739
CLONE_0539,89.76210761636666,0.7485213527639175,0.734164072643658,0.7255408406079517,1,2,2,0.03153586118344657
CLONE_0540,76.76019545580017,0.7219163098062225,0.7403252207859503,0.7420302259946219,1,3,3,0.03312697331513575
CLONE_0541,62.47931184787579,0.4391943974279616,0.813803772232827,0.67466016916309,1,5,5,0.026695000686388384
CLONE_0542,57.35997931406511,0.5839544943985113,0.6757272957308222,0.7036685808726033,1,3,3,0.03249473271026404
CLONE_0543,82.31789064814697,0.735215837663268,0.7359959071484343,0.7091392289319569,1,3,3,0.029684803427953554
CLONE_0544,60.95462752708605,0.46796981321164466,0.9965702559022291,0.6917267610060744,1,4,4,0.03267072638586145
CLONE_0545,47.544695992531736,0.35789850832102144,0.9476139985192501,0.7341756214463656,1,2,2,0.02791029807489785
CLONE_0546,91.19035595310274,0.5891392492985428,0.6630421731885374,0.7288681466728508,1,3,3,0.03491877919803831
CLONE_0547,79.99640454366254,0.8471176730365041,0.9345048833744165,0.770927554466282,1,5,5,0.03260451864684865
CLONE_0548,240.61907996911748,0.6763093100725011,0.8958963603088347,0.6967562427911974,1,3,3,0.0267602666449819
CLONE_0549,13.263731712128985,0.5417395852974887,0.792374958847368,0.7379251519439436,1,3,3,0.03745688071391299
CLONE_0550,192.04541141224374,0.8477235330037137,0.6922642834416766,0.7043265582754592,1,4,4,0.030086871091800135
CLONE_0551,212.56264727213457,0.45419415220481196,0.6712131418431433,0.6775267797640726,1,4,4,0.030797918204470774
CLONE_0552,18.407431794695842,0.8230952233173231,0.8488093410978124,0.7480370730245943,1,2,2,0.036633848388059984
CLONE_0553,66.94974647684612,0.6919670748079529,0.6828946546029344,0.7503706076987218,1,3,3,0.038177529387572844
CLONE_0554,73.2942353956625,0.4304038284222901,0.9658020384488791,0.7470268558844428,1,5,5,0.030306384885757633
CLONE_0555,31.299476742357438,0.7117183523589496,1.0,0.6905144676172241,1,3,3,0.033048058224476734
CLONE_0556,49.16285750509458,0.6215486750185388,0.8008809231284603,0.7335165665738124,1,3,3,0.036000593283218335
CLONE_0557,39.09148416946236,0.6717891272675816,0.9803373083325009,0.7483071584438615,1,3,3,0.0392805428218913
CLONE_0558,309.1214295865977,0.7237949950468822,0.74480856314314,0.7581977575815615,1,4,5,0.03293518986264808
CLONE_0559,151.31871038396616,0.728805645107425,0.7082520003533176,0.7491800907953177,1,2,2,0.03488303303388496
CLONE_0560,171.63028055094833,0.8341828505118015,0.9899614876648836,0.7585543616953104,1,1,1,0.02833643936580951
CLONE_0561,141.42074190137322,0.6760951538328996,1.0,0.7613521524373177,1,3,3,0.025903927672684696
CLONE_0562,40.886264665472666,0.9297460694748199,1.0,0.734139973315131,1,4,5,0.035320897233033284
CLONE_0563,58.87655475134168,0.6449912152742596,0.8589980915442953,0.7455047869675123,1,3,3,0.028794982160164448
CLONE_0564,120.1413131639455,0.8196515292144757,0.9405159825414375,0.7595020699026105,1,3,2,0.02829221050410394
CLONE_0565,36.10182184311047,0.8124163689705675,0.8552278055775184,0.742407390199959,1,3,3,0.03578228915544122
CLONE_0566,149.59393423063662,0.6596661063485999,1.0,0.7649207643665564,1,4,4,0.03178907741182486
CLONE_0567,72.025272487708,0.5824234054980566,0.8756750689559126,0.7560555744161438,1,3,2,0.03362855750591171
CLONE_0568,64.83574980711575,0.8523855294386242,0.9248371381339521,0.712003047046965,1,3,3,0.026809430347599028
CLONE_0569,127.42182823034322,0.8044806426940866,0.6363426104602827,0.6908508300938323,1,2,2,0.028348650464958564
CLONE_0570,106.80551888943049,0.6882512414866399,0.7780974795785051,0.7316276110467875,1,2,2,0.04150579003220624
CLONE_0571,69.31271158283813,0.8445215062244966,0.9190821887592737,0.694836831410802,1,4,4,0.029445444484046276
CLONE_0572,213.28738352947173,0.7873153585767563,0.9077861772584184,0.733503033550495,1,5,5,0.031523907101498744
CLONE_0573,42.24817466943533,0.6232677131352294,0.9372727551397833,0.7308402127206589,1,4,4,0.033677991074262593
CLONE_0574,121.5332549439334,0.7082622534439601,0.8362747259022144,0.767658497312958,1,2,2,0.02768099178962011
CLONE_0575,128.74381409761702,0.720261933711994,0.7113244099033209,0.7456906506400709,1,3,3,0.039811669235563764
CLONE_0576,68.66742390685481,0.5429652891321575,0.8022680123750909,0.7589058641688781,1,3,3,0.032536597591044644
CLONE_0577,106.01899961218842,0.9236197088067957,0.8117858202571815,0.7163770191886912,1,3,3,0.03136767470937434
CLONE_0578,32.94269249210774,0.3130999928594693,0.8553472263756158,0.7737223391272774,1,2,2,0.03814738013415797
CLONE_0579,150.36768814570348,0.8721142574748538,0.6713356938833455,0.7565850245964714,1,2,2,0.037263342972732115
CLONE_0580,68.96202248145438,0.8129823171159105,0.7746692086009955,0.7434762815163491,1,2,2,0.04365372958938264
CLONE_0581,57.914753705651314,0.9697520052914259,0.7851623697998535,0.6745893229758039,1,3,3,0.030437799647810387
CLONE_0582,164.43548718674808,0.7820393799661914,0.48135059381015677,0.7643739226341552,1,2,2,0.04516090210319158
CLONE_0583,52.36323318442332,0.9479547125787993,0.9391584233857556,0.7800572893472537,1,3,3,0.03580763462764883
CLONE_0584,31.599960376523192,0.6526456249648425,0.8315852011723587,0.7313912993244311,1,3,3,0.04187967416588505
CLONE_0585,26.3238777560457,0.8800644671430654,0.8526246661006913,0.7319938753788042,1,2,2,0.03767929260907155
CLONE_0586,128.9372228776877,0.9196355623955377,0.7272823019051291,0.7155509052117929,1,3,3,0.029516308565057218
CLONE_0587,31.528681791690378,0.5695700126110085,0.8930132097447854,0.6803193279240639,1,2,3,0.02867953252584636
CLONE_0588,288.04808959398474,0.7901060825946251,0.6796095795415337,0.7141622690263139,1,3,3,0.02479449571047986
CLONE_0589,18.431215108153538,0.4008260633351943,0.7183723615721753,0.7771116265347202,1,2,3,0.02403841967230781
CLONE_0590,258.5412074922122,0.7632964354803083,0.9115276135390264,0.7616690163407946,1,2,2,0.029648164694978253
CLONE_0591,97.59835421973386,0.8145826738956092,0.856998845853816,0.7076698176973747,1,3,3,0.03930260647240379
CLONE_0592,78.80272259567016,0.5703685517765631,0.6126835385872085,0.7136631038990012,1,3,3,0.030160134880757975
CLONE_0593,58.67970490470241,0.6110756142569744,1.0,0.7892253433195155,1,3,4,0.029364190049569704
CLONE_0594,111.1198521858051,0.7004109125514766,0.6884893480632991,0.6999325554777924,1,3,3,0.0360961254339211
CLONE_0595,91.72093120013058,0.7821635504589622,0.7756924063648779,0.7094441929509324,1,5,5,0.028560085012875512
CLONE_0596,182.74520999479486,0.5316955880976262,1.0,0.7182024834721955,1,3,3,0.042833686340754996
CLONE_0597,75.02867417280025,0.6690916920532604,0.5055471414410988,0.6891821362254065,1,1,1,0.031249080948403358
CLONE_0598,86.57908026779953,0.5361577913659553,0.5543257952108888,0.7149144265313124,1,2,2,0.037369071027917915
CLONE_0599,60.42691196716776,0.9192356210203206,0.876624649636092,0.7153789489745102,1,2,2,0.03153916095128621
CLONE_0600,97.79690732014686,0.693144292887121,0.41717574180243644,0.7036338667607069,1,7,8,0.032620034690859855
CLONE_0601,106.03694853526086,0.6148065353682222,0.5060073375629747,0.7683816677209375,1,3,3,0.038486324221675645
CLONE_0602,26.95854798401201,0.8179190542486504,0.9733786409199423,0.6952915014966864,1,4,4,0.0336375382588796
CLONE_0603,35.008074325724444,0.6632834703358902,0.7405080961659418,0.7268523978349157,1,4,3,0.04066261994302167
CLONE_0604,130.7790168280668,0.8693827912748056,1.0,0.7044230366029743,1,2,2,0.028897281429654267
CLONE_0605,88.05217042823642,0.5553747754140987,0.6565354666286216,0.724821194066792,1,2,3,0.026746019723236987
CLONE_0606,78.61398010466765,0.7095192815243165,0.7504844461650348,0.7029698282952598,1,4,5,0.024999133066107876
CLONE_0607,79.30846506365081,0.7923082477564457,0.8941160058028377,0.7332909509960798,1,2,2,0.039231694317851756
CLONE_0608,115.12411760075588,0.8304240593283714,0.8746054404783117,0.7404328406713848,1,4,4,0.03720630948538003
CLONE_0609,58.61486809894164,0.7738385509823773,0.7745926983350077,0.7703568525382144,1,3,3,0.031230475594169173
CLONE_0610,48.89891306496825,0.6026304113097527,0.7070076273345448,0.7133501079887014,1,3,3,0.03398955889511843
CLONE_0611,98.23179177870553,0.7802573144774938,0.8483828296031383,0.7760291211622822,1,3,3,0.03815499122158472
CLONE_0612,42.437029609806444,0.5286459395599412,1.0,0.7066052639001317,1,3,3,0.0315857248492956
CLONE_0613,112.50562415489154,0.7050623522411539,0.9202926169584263,0.7239813382988656,1,3,3,0.02495894243754136
CLONE_0614,26.03342861786435,0.7161122861438278,0.719379251487026,0.7798360077062924,1,3,3,0.02500671238027557
CLONE_0615,177.4301167111629,0.5588666868149974,0.6696703722375646,0.8077477091457561,1,3,2,0.027578599966998255
CLONE_0616,110.20988257227046,0.9311110858335722,0.7157793785537401,0.7777998165573066,1,2,2,0.03300208580723052
CLONE_0617,101.14500290116044,0.4500713982746354,0.6148747176988223,0.7244135848406154,1,3,3,0.02821902423936755
CLONE_0618,189.06860920996667,0.7843402114500672,0.8231716838126516,0.7459696723208398,1,5,4,0.03794976013434124
CLONE_0619,273.0732931390095,0.8718055899972652,0.9319483426421935,0.7507086870296577,1,3,3,0.026848239187092605
CLONE_0620,183.63226942621645,0.6674154993427082,0.7932786924037558,0.7411230028499886,1,4,4,0.029289252360151327
CLONE_0621,21.40418500255192,0.7054738269961016,1.0,0.7003201852944221,1,2,2,0.024730506387324255
CLONE_0622,32.005078311012134,0.7464765423989791,1.0,0.7379203390361792,1,2,2,0.03040056921801355
CLONE_0623,50.3357593053573,0.85409460237933,0.8565702666158505,0.715881480432996,1,2,2,0.032534735221845676
CLONE_0624,79.10468837891979,0.9117675831781716,0.9135524333144261,0.7015601201085722,1,2,2,0.03820261149248435
CLONE_0625,112.15972942141171,0.5469752308631386,0.6762256478136217,0.7217772685493402,1,2,2,0.033090219221244575
CLONE_0626,51.07393499491628,0.9650627744908229,0.7541915438602332,0.7402560343900512,1,3,3,0.036320239149203806
CLONE_0627,97.20818221247792,0.8313810601799243,1.0,0.7595488104892905,1,3,2,0.03778858500405416
CLONE_0628,52.968819279079625,0.7955581858728937,0.7144459801573784,0.7235042066621774,1,4,4,0.034469721553782307
CLONE_0629,55.16628398374486,0.6650884222602012,1.0,0.7287339282431816,1,3,3,0.028410202704762105
CLONE_0630,29.39957205095306,0.7374659055634533,0.9830270734730755,0.7540980262347524,1,2,3,0.03453352856583602
CLONE_0631,44.40062611362281,0.7928868377247322,0.9199892433145078,0.7331435758663455,1,3,3,0.040626100990357225
CLONE_0632,30.46198449188162,0.49543207404474976,0.6384477251639137,0.7421613625748121,1,2,2,0.031000363039503067
CLONE_0633,42.79655542264306,0.7314700938269612,0.7604789079745307,0.7333517853831779,1,3,3,0.035319588682695933
CLONE_0634,163.84428070217442,0.8138767837964294,0.9102083791531889,0.736995327332879,1,2,2,0.03518307574906887
CLONE_0635,43.21425398618861,0.7117154134255956,0.6541231018537798,0.6980746683432133,1,3,3,0.03075011061890087
CLONE_0636,494.45124165596997,0.8913695614940197,0.7847137992215774,0.7346508805161944,1,2,2,0.037406311624698936
CLONE_0637,128.46768025821845,0.40529790429609314,0.9212865245186843,0.7710376026548039,1,4,4,0.030677710409903327
CLONE_0638,96.50738408130427,0.5725642609674335,0.7224502516894843,0.7360131540015092,1,3,3,0.03478540228735098
CLONE_0639,46.14661027984446,0.31380626106224757,0.6761717420948719,0.7057720200504453,1,3,3,0.03135375378810201
CLONE_0640,129.07791928819788,0.7631817890641666,0.5487601569273608,0.7723238101263326,1,2,2,0.0327133838102729
CLONE_0641,63.60779271895343,0.869382130390757,0.7439388494762224,0.7517944567861975,1,5,5,0.037385244319289884
CLONE_0642,85.695213669885,0.5815206485474683,0.9319680158975253,0.753086898329113,1,2,2,0.02426887827226179
CLONE_0643,511.00156326368284,0.809557180612664,0.6791880754750242,0.7523300933093102,1,3,3,0.03565144241460577
CLONE_0644,72.5314587161859,0.6928458442977635,0.810194929095409,0.6965757259907676,1,2,1,0.03613693008827655
CLONE_0645,237.7359230182653,0.9197491644019886,0.759883559681291,0.7497296133141692,1,8,9,0.029814801397074604
CLONE_0646,52.273008373395015,0.5929490316360182,0.7127641956879933,0.7698907753706542,1,3,3,0.03234750187684461
CLONE_0647,82.3439352667718,0.6946716911573012,0.9304294339632805,0.7166632085286334,1,3,3,0.02807302649008007
CLONE_0648,288.13548015404433,0.5763810762374602,0.997857748261509,0.670557569892711,1,3,3,0.028829172924523715
CLONE_0649,58.21506023613265,0.8974468337114216,0.9547172949409259,0.741702410955683,1,4,4,0.033848124080362425
CLONE_0650,301.25309452522384,0.629777490211447,0.7026871426875065,0.7320232685167437,1,3,3,0.04818322839165279
CLONE_0651,137.33478416703417,0.8690049254590291,0.9997327052707277,0.683057283287503,1,3,3,0.0359034976347168
CLONE_0652,57.376660527325164,0.4959207478786481,0.959764591371703,0.748533613730606,1,3,3,0.028616770619614477
CLONE_0653,132.35904656749122,0.7149688746345324,0.7406317002644714,0.7464076522100859,1,3,3,0.03651084559836237
CLONE_0654,165.41266573537624,0.7062048652120789,0.6838297306631738,0.6856971680157236,1,3,3,0.03545886772508097
CLONE_0655,122.50381600210709,0.8267269937636883,0.9886377403642399,0.7830273104057562,1,2,2,0.025083499391014702
CLONE_0656,26.20938695662224,0.9019222107171592,0.841987065676137,0.7526262077060552,1,2,2,0.030995993016805973
CLONE_0657,50.15868761506324,0.732751071191853,0.6704334689411244,0.671827223111209,1,3,3,0.03181245894108782
CLONE_0658,71.63588998145164,0.5037046620724241,0.7882347462658295,0.7545132027267308,1,3,3,0.03308077355722331
CLONE_0659,85.96312358352485,0.6132884956383788,0.7447875489919082,0.7537055328186292,1,4,4,0.03234672665332244
CLONE_0660,132.07575713615591,0.5217837381429418,0.689269799812377,0.7706970322532025,1,3,4,0.03322840663940341
CLONE_0661,95.45818857562885,0.9132043399403502,0.9563020621832489,0.7122667427761764,1,3,3,0.02824646563718544
CLONE_0662,30.910807032647213,0.8339685091981229,0.9335235044508106,0.7549141465135053,1,2,2,0.030953020571976235
CLONE_0663,110.31887373227747,0.6507995285662362,0.9316586820049951,0.7240223172900253,1,3,3,0.03122977569150952
CLONE_0664,129.31153177252733,0.7350908867267407,0.9281247699575819,0.7143339878803507,1,3,3,0.03867658663546332
CLONE_0665,115.02748168679925,0.7771809023927282,0.6713423193614686,0.7047975122731364,1,2,3,0.029271525301471847
CLONE_0666,189.0463436951024,0.7743077165973535,0.7029683045399202,0.6714010237210116,1,4,4,0.03132971940294335
CLONE_0667,152.42158380742586,0.8200721898664589,1.0,0.7466952070612052,1,3,3,0.03081001739742378
CLONE_0668,116.55806091848787,0.8426427232388691,0.8219154437866799,0.722930084288186,1,3,3,0.04123743413646573
CLONE_0669,78.88443259684537,0.5186570248180031,0.5732248796865789,0.6434758064308134,1,3,3,0.035909968675327704
CLONE_0670,26.492908072939496,0.6758991009821627,0.8398070307808035,0.7332751257589285,1,3,3,0.02825259850007713
CLONE_0671,122.64333559398737,0.7823986905395323,0.9056012828834124,0.7638090125458287,1,4,4,0.034496473035924125
CLONE_0672,103.09816791042296,0.8350371876087721,0.8750403457007339,0.6908192556258969,1,4,4,0.027924291261141668
CLONE_0673,101.87219424124926,0.83361467416796,0.6630234090914598,0.7095315785873564,1,3,4,0.03379544635676185
CLONE_0674,28.727559633097908,0.6253063835045144,1.0,0.7438618255479722,1,1,1,0.039890753828799606
CLONE_0675,41.39634159251513,0.604650727809675,0.5651240508625048,0.6493466478499986,1,4,3,0.024234860573469238
CLONE_0676,162.89132234165152,0.6822837982875958,0.8269169393253559,0.715031470494708,1,2,2,0.027938566163525812
CLONE_0677,87.81181655559412,0.7713374539177806,1.0,0.7411570331250604,1,4,4,0.03326868425206293
CLONE_0678,135.88779031981886,0.8706442301641095,0.893151497286448,0.714192146123527,1,3,3,0.03062568999730856
CLONE_0679,85.52686264184642,0.5677207289385982,0.9263730663016269,0.6911067877754752,1,3,3,0.033559884315474166
CLONE_0680,91.06599936866965,0.38387489323302104,0.6387324920908659,0.6926391514337875,1,4,4,0.03209628746348987
CLONE_0681,161.30054924670708,0.8237823298981095,0.851474947472817,0.6809591070378944,1,3,3,0.02525746876616779
CLONE_0682,58.73265706114293,0.8913402327939359,0.798581475931001,0.711985083717606,1,3,3,0.035678106538584047
CLONE_0683,84.32411650404893,0.8250787261782176,0.6476801170791014,0.7610599215141219,1,2,2,0.026602782135379126
CLONE_0684,62.261640444396186,0.7210745732283759,0.9462591956426523,0.7948290629587044,1,3,2,0.03351750870699862
CLONE_0685,57.74299846911532,0.692618338175873,0.6899233933734928,0.7321243329630357,1,2,2,0.030358144504560106
CLONE_0686,63.36894699268914,0.7055901101605874,0.710854691459789,0.7531042137228682,1,2,2,0.04659068547171897
CLONE_0687,98.23190558472368,0.7485232633732839,0.8675248974465449,0.7024259090414361,1,3,3,0.03191598746125103
CLONE_0688,63.35504652316124,0.6363339311489596,0.771094329196969,0.6651326952826877,1,4,4,0.03425696933018513
CLONE_0689,206.59833599965373,0.8525831114479858,0.839977075464578,0.7820650609238254,1,3,3,0.03531597560190204
CLONE_0690,45.07345458760663,0.5382240237866507,0.7735717511972885,0.7131505815677442,1,3,3,0.03418829448328148
CLONE_0691,79.41722230484355,0.5281097934346071,1.0,0.7517199013144323,1,4,4,0.03237018940784006
CLONE_0692,57.583333297660985,0.8338490175331664,0.674629078001868,0.7357061390734841,1,2,1,0.028012584093018572
CLONE_0693,216.98832934692516,0.9013511322529755,0.7472108403065871,0.7593626874056744,1,2,2,0.03195947509605907
CLONE_0694,90.40227936171844,0.7566885799470291,0.8889411428535584,0.7582510332669107,1,2,2,0.024565849018368464
CLONE_0695,174.7427016512868,0.748701945300404,0.6599619310068677,0.7391699551694553,1,3,3,0.03496591710742725
CLONE_0696,31.921769249891376,0.3179315069116625,0.6493287547200761,0.7423401355209303,1,4,3,0.05036586430124341
CLONE_0697,109.49209702087087,0.6678353220232642,0.8282658826310063,0.7652870451947851,1,4,4,0.03337288251519974
CLONE_0698,145.41059137221873,0.7016514930094467,0.940951642540363,0.718805876505957,1,2,2,0.034197970197562017
CLONE_0699,96.42784137438976,0.8203375056711969,0.9586533655869327,0.7744030097765102,1,4,4,0.025750498177350575
CLONE_0700,198.53981539098584,0.8257776964015323,0.8093775188604305,0.709678178979328,1,5,5,0.028755990911553706
CLONE_0701,58.99524207770154,0.8576119395373447,0.7064508722022357,0.7333110546615492,1,3,3,0.03716864734319912
CLONE_0702,242.6062827539827,0.7606201415850209,0.8465414772223128,0.7492050388390395,1,4,4,0.026157819831876084
