rl_state,best_action,state_value
P3_B1_R0_G2_O1,adaptive_feed,9.578912023240216
P3_B1_R0_G2_O2,no_action,8.752424144572693
P3_B1_R0_G2_O3,no_action,8.198807236431488
P3_B1_R0_G3_O0,stress_mitigation,9.84037494130784
P3_B1_R0_G3_O1,no_action,9.988651342786486
P3_B1_R0_G3_O2,adaptive_feed,9.204922562660133
P3_B1_R1_G0_O0,no_action,0.0
P3_B1_R1_G0_O1,mild_temp_shift,8.374281084318664
P3_B1_R1_G0_O2,mild_temp_shift,8.045042550342755
P3_B1_R1_G0_O3,adaptive_feed,7.249604006397359
P3_B1_R1_G1_O1,adaptive_feed,8.834560039803735
P3_B1_R1_G1_O2,no_action,8.213229550842462
P3_B1_R1_G1_O3,no_action,8.02765849760794
P3_B1_R1_G2_O0,perfusion_rescue,9.205280228535702
P3_B1_R1_G2_O1,no_action,9.528164746283307
P3_B1_R1_G2_O2,no_action,8.3265498792748
P3_B1_R1_G2_O3,no_action,7.898587153415717
P3_B1_R1_G3_O0,adaptive_feed,9.6810736053568
P3_B1_R1_G3_O1,mild_temp_shift,9.842517186387587
P3_B1_R1_G3_O2,no_action,8.704113868615597
P3_B1_R1_G3_O3,no_action,7.180983372702014
P3_B1_R2_G0_O0,perfusion_rescue,7.959063856000014
P3_B1_R2_G0_O1,adaptive_feed,7.715134327371982
P3_B1_R2_G0_O2,mild_temp_shift,7.672710673336201
P3_B1_R2_G1_O2,adaptive_feed,6.594572412232333
P3_B1_R2_G1_O3,adaptive_feed,6.197796983850601
P3_B1_R2_G2_O0,perfusion_rescue,9.021751295971036
P3_B1_R2_G2_O1,perfusion_rescue,8.782141010185764
P3_B1_R2_G2_O2,adaptive_feed,8.00492818790037
P3_B1_R2_G2_O3,adaptive_feed,6.7481660734747475
P3_B1_R2_G3_O1,adaptive_feed,8.953477416849282
P3_B1_R2_G3_O2,adaptive_feed,7.601025875999061
P3_B1_R2_G3_O3,adaptive_feed,6.985925084975359
P3_B1_R3_G0_O3,adaptive_feed,2.585480426229313
P3_B1_R3_G3_O3,no_action,0.0
P3_B2_R0_G0_O0,adaptive_feed,8.556642866072355
P3_B2_R0_G0_O1,adaptive_feed,8.992707186136045
P3_B2_R0_G0_O2,mild_temp_shift,8.173295027053383
P3_B2_R0_G1_O2,adaptive_feed,8.377739587633855
P3_B2_R0_G1_O3,no_action,8.413367864249969
P3_B2_R0_G2_O3,perfusion_rescue,7.898912610823578
P3_B2_R0_G3_O3,adaptive_feed,7.229124255153876
P3_B2_R1_G0_O0,perfusion_rescue,0.86612343506273
P3_B2_R1_G0_O1,adaptive_feed,7.263191315246906
P3_B2_R1_G0_O2,adaptive_feed,7.0084838810804015
P3_B2_R1_G0_O3,perfusion_rescue,7.749526171721021
P3_B2_R1_G1_O2,adaptive_feed,7.375740596428506
P3_B2_R1_G1_O3,perfusion_rescue,7.609293184119407
P3_B2_R1_G2_O1,adaptive_feed,9.313439599457523
P3_B2_R1_G2_O2,adaptive_feed,7.382189627743837
P3_B2_R1_G2_O3,no_action,7.711125255059351
P3_B2_R1_G3_O2,adaptive_feed,7.403011296969154
P3_B2_R1_G3_O3,perfusion_rescue,7.3890701172896565
P3_B2_R2_G0_O2,mild_temp_shift,7.047217212389068
P3_B2_R2_G0_O3,adaptive_feed,6.737432964447904
P3_B2_R2_G1_O2,adaptive_feed,6.680317155947143
P3_B2_R2_G1_O3,perfusion_rescue,6.84624263070616
P3_B2_R2_G2_O1,perfusion_rescue,8.460412939928844
P3_B2_R2_G2_O2,perfusion_rescue,8.056674428898207
P3_B2_R2_G2_O3,adaptive_feed,6.777602616084083
P3_B2_R2_G3_O2,adaptive_feed,7.281279848749111
P3_B2_R2_G3_O3,perfusion_rescue,7.224012796094196
P3_B2_R3_G0_O1,perfusion_rescue,7.407255262906936
P3_B2_R3_G0_O2,adaptive_feed,4.982825300029089
P3_B2_R3_G0_O3,adaptive_feed,3.787787438777534
P3_B2_R3_G1_O2,adaptive_feed,6.387766774562434
P3_B2_R3_G1_O3,stress_mitigation,7.086587404258625
P3_B2_R3_G2_O2,adaptive_feed,6.46580270353781
P3_B2_R3_G2_O3,adaptive_feed,6.360706658426894
P3_B2_R3_G3_O3,adaptive_feed,5.927463200548066
P3_B3_R1_G0_O1,perfusion_rescue,1.3192586478754416
P3_B3_R1_G0_O3,adaptive_feed,6.256436200265863
P3_B3_R1_G1_O2,no_action,7.074380688041424
P3_B3_R1_G1_O3,perfusion_rescue,7.385019252132033
P3_B3_R1_G2_O2,stress_mitigation,7.237952209482275
P3_B3_R1_G2_O3,perfusion_rescue,7.3549776738394295
P3_B3_R2_G0_O2,no_action,6.654748997169869
P3_B3_R2_G0_O3,mild_temp_shift,6.901582162190853
P3_B3_R2_G1_O2,stress_mitigation,6.777326743441106
P3_B3_R2_G1_O3,perfusion_rescue,6.8911720808527415
P3_B3_R2_G2_O2,no_action,7.486130208830382
P3_B3_R2_G2_O3,perfusion_rescue,7.12050438341151
P3_B3_R2_G3_O3,no_action,7.082013583744143
P3_B3_R3_G0_O1,no_action,0.0
P3_B3_R3_G0_O2,perfusion_rescue,3.571956713818723
P3_B3_R3_G0_O3,mild_temp_shift,6.557296232586732
P3_B3_R3_G1_O2,adaptive_feed,6.340064026343367
P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263
P3_B3_R3_G2_O2,adaptive_feed,6.366056327851144
P3_B3_R3_G2_O3,perfusion_rescue,6.618670316657361
P3_B3_R3_G3_O3,adaptive_feed,5.922343413871091
